,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
279,ReleaseEvent,2022-02-18 19:47:33+00:00,226992475,googleapis/python-bigquery,55107282,release-please[bot],16785467,googleapis,published,v2.34.0,v2.34.0,"## [2.34.0](https://github.com/googleapis/python-bigquery/compare/v2.33.0...v2.34.0) (2022-02-18)


### Features

* support BI Engine statistics in query job ([#1144](https://github.com/googleapis/python-bigquery/issues/1144)) ([7482549](https://github.com/googleapis/python-bigquery/commit/7482549cb42ed5302634ab4fb7b4efcd97b35c68))"
282,ReleaseEvent,2022-09-26 12:23:33+00:00,43443738,chaoss/grimoirelab-elk,41898282,github-actions[bot],29740296,chaoss,published,0.103.0-rc.10,0.103.0-rc.10,"## grimoire-elk 0.103.0-rc.10 - (2022-09-26)

**New features:**

 * git-branches study skip uncloned repo\
   The git-branches study skips the repository when it is not cloned and
   continues with the next one.
 * Configurable study aliases\
   Before this fix, the name of the study aliases was hard coded. From
   now on, these values can be configured by passing them as parameters.
 * Entry points to support enriching plugin mechanism\
   This plugin mechanism allows ELK to use third-party enriching
   backends. Developers only need to include the next snippet in their
   package configuration and ELK will import them as any other core
   backend.  ``` entry_points={""grimoire_elk"": ""mybackend =
   package.subpackage:get_connectors""}, ``` **NOTE**: In the previous
   example, `get_connectors` is a function that returns the backend
   classes needed to enrich a datasource. Take the next snipped as an
   example: ``` def get_connectors():     return {""backend"": [MyBackend,
   MyBackendOcean, MyBackendEnrich, MyBackendCommand]} ```

**Bug fixes:**

 * [raw/slack] Handle fields in ""data.file""\
   Avoid the 'Failed to insert data to ES' error when a document contains
   at least one immense term in 'data.file' (whose UTF8 encoding is
   longer than the max length 32766).

"
363,ReleaseEvent,2023-06-14 17:46:22+00:00,53175327,nipreps/fmriprep,83442,effigies,48300745,nipreps,published,23.1.1,23.1.1,"## Release notes

Bug fix release in the 23.1.x series.

This release corrects a small error that prevented the ""goodvoxels"" mask from being placed in the output directory if no FreeSurfer output spaces were specified.

## Changes

* FIX: Remove bad metadata input from ds_goodvoxels_mask by @effigies in https://github.com/nipreps/fmriprep/pull/3037


**Full Changelog**: https://github.com/nipreps/fmriprep/compare/23.1.0...23.1.1"
486,ReleaseEvent,2022-10-03 14:25:26+00:00,36870897,ska-sa/spead2,1963944,bmerry,1210238,ska-sa,published,v3.11.1,,
530,ReleaseEvent,2022-09-09 19:29:02+00:00,76053848,DMTF/python-redfish-library,41898282,github-actions[bot],9056627,DMTF,published,3.1.7,3.1.7,"Changes since last release:

## [3.1.7] - 2022-09-09
- Added handling for extracting error information when a session could not be created
"
676,ReleaseEvent,2021-07-07 00:15:54+00:00,68376693,pybel/pybel,5069736,cthoyt,22892058,pybel,published,v0.15.4,,Update dependencies
865,ReleaseEvent,2021-11-02 15:47:42+00:00,226992657,googleapis/python-trace,44816363,yoshi-automation,16785467,googleapis,published,v1.5.1,v1.5.1,"### Bug Fixes

* **deps:** drop packaging dependency ([755b803](https://www.github.com/googleapis/python-trace/commit/755b8033a5e43490eda443e8ac6817f0d14ecc85))
* **deps:** require google-api-core >= 1.28.0 ([755b803](https://www.github.com/googleapis/python-trace/commit/755b8033a5e43490eda443e8ac6817f0d14ecc85))


### Documentation

* list oneofs in docstring ([755b803](https://www.github.com/googleapis/python-trace/commit/755b8033a5e43490eda443e8ac6817f0d14ecc85))"
1398,ReleaseEvent,2022-08-12 02:34:43+00:00,24689871,pythongssapi/python-gssapi,41898282,github-actions[bot],8986660,pythongssapi,published,v1.8.0,v1.8.0,
1499,ReleaseEvent,2022-02-28 15:07:50+00:00,124611126,alpacahq/alpaca-trade-api-python,26471228,haxdds,30398729,alpacahq,published,v1.5.1,v1.5.1,"* Move updated bars to their own subscription by @gnvk [#574 ](https://github.com/alpacahq/alpaca-trade-api-python/commit/43f0766eaaeadaabc8ab08e2a0554c95fc1ec265)
* empty handler check when unregister cancel errors + corrections by @ccnlui [#577](https://github.com/alpacahq/alpaca-trade-api-python/commit/294b105439602d46b388c2cbf88275cee15c2261)
* Adds support for Python 3.10 by @ccnlui [#561](https://github.com/alpacahq/alpaca-trade-api-python/pull/561)
* Fixes Incorrect Access Issue on Long-Short Example by @haxdds [#560](https://github.com/alpacahq/alpaca-trade-api-python/commit/4e65915e080c4c74e853c6706d839bdb924f2184)"
1838,ReleaseEvent,2023-05-04 05:47:15+00:00,4086901,plivo/plivo-python,33682720,plivo-jenkins,795996,plivo,published,v4.34.0,v4.34.0,"
**Release Notes:**
- Add New Param `renewalDate` to the response of the [list all numbers API], [list single number API]
- Add 3 new filters to AccountPhoneNumber - list all my numbers API:`renewal_date`, `renewal_date__gt`, `renewal_date__gte`,`renewal_date__lt` and `renewal_date__lte` (https://www.plivo.com/docs/numbers/api/account-phone-number#list-all-my-numbers)"
1981,ReleaseEvent,2022-09-29 00:03:52+00:00,17420614,seleniumbase/SeleniumBase,6788579,mdmintz,17287301,seleniumbase,published,v4.5.0,"Support for beta/dev builds of Chromium, and more","## Support for beta/dev builds of Chromium, and more
* Add support for beta and dev builds of Chromium.
--> This resolves https://github.com/seleniumbase/SeleniumBase/issues/1528
* Fix issue with a missing Dashboard link during multithreaded tests.
--> This resolves https://github.com/seleniumbase/SeleniumBase/issues/1529
* Upgrade ``selenium`` / Refresh Python dependencies.
--> This resolves https://github.com/seleniumbase/SeleniumBase/issues/1530"
2018,ReleaseEvent,2022-02-17 17:43:09+00:00,459368113,py-mine/mcstatus,99699801,py-mine-bot,76232844,py-mine,published,v5.1.4,v5.1.4,Replaced socket.timeout error message with useful information about query port (#72)
2161,ReleaseEvent,2022-02-17 17:43:04+00:00,459368113,py-mine/mcstatus,99699801,py-mine-bot,76232844,py-mine,published,v8.0.0,v8.0.0,"Support python 3.10 (27fbe2e)
Lean more on poetry in the release script (aa43f01)
Removed usage of six (c67dde8)
Depend on tox and tox-poetry for development (f6b7a09)
Cleanup tox.ini a bit (333858d)
Fix broken test (30bc83f)
Drop support for python 3.6 (#185)"
