,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
409,ReleaseEvent,2022-11-13 11:19:18+00:00,120967092,brentvollebregt/auto-py-to-exe,41898282,github-actions[bot],,,published,v2.24.0,v2.24.0,"🚀 Enhancements

- [#319](https://github.com/brentvollebregt/auto-py-to-exe/pull/319): Added Arabic translations

🏆 Contributors

- [ELTAYEB ALI](https://github.com/Tayeb-Ali)"
731,ReleaseEvent,2023-06-07 07:24:12+00:00,243933900,ronaldoussoren/pyobjc,713966,ronaldoussoren,,,published,v9.2,,"* #549: Added warning ``objc.ObjCSuperWarning`` that is used
  to warn about classes that use argument-less super without binding that
  name to ``objc.super``.

  The correct code pattern is:


     ```python3
     from Foundation import NSObject
     from objc import super


     class MyObject(NSObject):
         def init(self):
             self = super().init()
             if self is None:
                 return None

             ...
             return self
   ```

* #549: Document that ``objc.super`` must be used instead of
  ``builtin.super`` when calling superclass methods in a Cocoa subclass.

  See `the documentation <(https://pyobjc.readthedocs.io/core/super.html>`_
  for more details.

* #550: Add minimal ``pyproject.toml`` to all subprojects

  Recent versions of pip give a deprecation warning for projects without
  a ``pyproject.toml``, and version 23.1 enabled the ``pyproject.toml``
  backend by default. Add a minimal ``pyproject.toml`` to get a consistent
  build regardless of the version of pip

* #551: Fix crash in pyobjc-core when using Python 3.12a7.

* #449: Added explicit tests for dealing with Objective-C categories
  that are loaded while using classes from Python.

* #552: Fix the version of macOS where the SafariServices framework is
  present.

* #552: Fixed some issues found by testing on a macOS 10.11 system

* Trying to implement a method with SIMD types as arguments or return value
  will now give a more useful error when the bridge does not support the
  signature.

* #554: Fix incomplete metadata for ``CoreMediaIO.CMIOObjectSetPropertyData``

* Fix incorrect metadata for
  ``xpc.xpc_uuid_create``,
  ``xpc.xpc_dictionary_set_uuid`` ,
  ``xpc.xpc_array_set_uuid``,
  ``JavaScriptCore.JSObjectMakeDeferredPromise``,
  ``JavaScriptCore.JSValueIsEqual``,
  ``JavaScriptCore.JSValueIsInstanceOfConstructor``,
  ``JavaScriptCore.JSValueCreateJSONString``,
  ``JavaScriptCore.JSValueToNumber``,
  ``JavaScriptCore.JSValueToStringCopy``,
  ``JavaScriptCore.JSValueToObject``,
  ``Quartz.CGImageCreateWithJPEGDataProvider``,
  ``Quartz.CGImageCreateWithPNGDataProvider``,
  ``Quartz.CGImageMaskCreate``,
  ``Quartz.CVBufferCopyAttachment``,
  ``Quartz.CVMetalTextureCacheCreate``,
  ``Quartz.CVMetalTextureCacheCreateFromImage``,
  ``Quartz.CVOpenGLTextureCacheCreate``,
  ``CoreMedia.CMAudioClockCreate``,
  ``CoreMedia.CMAudioFormatDescriptionCreate``,
  ``CoreMedia.CMBlockBufferGetDataPointer``,
  ``CoreMedia.CMBlockBufferAccessDataBytes``,
  ``CoreMedia.CMBlockBufferGetDataPointer``,
  ``CoreMedia.CMAudioFormatDescriptionGetMostCompatibleFormat``,
  ``CoreMedia.CMAudioFormatDescriptionGetRichestDecodableFormat``,
  ``CoreMedia.CMSampleBufferCreateWithMakeDataReadyHandler``,
  ``CoreMedia.CMSampleBufferCreateForImageBufferWithMakeDataReadyHandler``,
  ``CFNetwork.CFNetServiceBrowserSearchForDomains``,
  ``CFNetwork.CFNetServiceBrowserStopSearch``,
  ``CFNetwork.CFNetServiceMonitorStop``,
  ``CFNetwork.CFNetServiceRegister``,
  ``CFNetwork.CFNetServiceResolve``,
  ``CoreText.CTFontCreateCopyWithSymbolicTraits``,
  ``CoreText.CTFontCreateCopyWithFamily``,
  ``CoreText.CTFontCreateCopyWithAttributes``,
  ``CoreMIDI.MIDISourceCreateWithProtocol``,
  ``CoreMIDI.MIDISourceCreate``,
  ``CoreMIDI.MIDISetupCreate``,
  ``CoreMIDI.MIDIDestinationCreate``,
  ``CoreMIDI.MIDIClientCreate``,
  ``CoreMIDI.MIDIClientCreateWithBlock``,
  ``CoreMIDI.MIDIOutputPortCreate``,
  ``CoreMIDI.MIDIObjectGetStringProperty``,
  ``CoreMIDI.MIDIObjectGetProperties``,
  ``CoreMIDI.MIDIObjectGetIntegerProperty``,
  ``CoreMIDI.MIDIObjectGetDictionaryProperty``,
  ``CoreMIDI.MIDIObjectGetDataProperty``,
  ``CoreMIDI.MIDIObjectFindByUniqueID``,
  ``CoreMIDI.MIDIDestinationCreateWithProtocol``,
  ``CoreMIDI.MIDIEndpointGetEntity``,
  ``CoreMIDI.MIDIEntityGetDevice``,
  ``CoreMIDI.MIDIEntityGetRefCons``,
  ``CoreMIDI.MIDIEntitySetRefCons``,
  ``DVDPlayback.DVDRegisterEventCallBack``,
  ``DiskArbitration.DADiskMountWithArguments``,
  ``GameController.NSDataFromGCExtendedGamepadSnapShotDataV100``,
  ``HealthKit.HKAppleWalkingSteadinessClassificationForQuantity``,
  ``IOSurface.IOSurfaceSetPurgeable``,
  ``Network.nw_ethernet_channel_send``,

* Removed ``Quartz.CGColorConversionInfoCreateFromListWithArguments``. This function
  was already documented as unsupported, but was still present in the framework
  wrapper.

* Removed ``Quartz.CVPixelBufferCreateWithPlanarBytes``. This function requires a
  manual binding, but was still present with a generic (and non-working) binding.

* Removed ``CoreMedia.CMBufferQueueCreate``, ``CoreMedia.CMBufferQueueGetCallbacksForSampleBuffersSortedByOutputPTS``,
  ``CoreMedia.CMBufferQueueGetCallbacksForUnsortedSampleBuffers``, ``CoreMedia.CMVideoFormatDescriptionGetH264ParameterSetAtIndex``,
  ``CoreMedia.CMVideoFormatDescriptionGetHVECParameterSetAtIndex``,
  These functions require a manual binding, but were still present with a generic (and non-working) binding.

* Explicitly exclude definitions from ``CMIOHardwarePlugIn.h`` from the CoreMediaIO
  bindings.

* Added ``deref_result_pointer`` key to the metadata for a return value. Use this
  when a callable returns a pointer to a single value (for example ``CMAudioFormatDescriptionGetMostCompatibleFormat``)

* Removed unsupported functions from the ApplicationServices bindings (not named individually
  due to the size of the list). Also fixed annotations for other ApplicationServices bindings.

* Add manual binding for ``CFNetwork.CFNetServiceBrowserCreate``, ``CFNetwork.CFNetServiceSetClient``,
  and ``CFNetwork.CFNetServiceMonitorCreate``.

* Fix incompatibility with Python 3.12 beta 1.

  **warning:**

     Due to changes to the bytecode compiler the bridge will (incorrectly)
     deduce that a method does not return a value (``void`` return in Objective-C)
     when a method only contains ``return None`` statements and no return
     statements that return some other value (expressions or constants).

     That is the following method is implied to return ``id`` for Python 3.11 or
     earlier, but is implied to return ``void`` in Python 3.12.

     ```python3

         def mymethod(self):
             return None
    ```"
755,ReleaseEvent,2023-01-15 19:22:28+00:00,12657590,approvals/ApprovalTests.Python,10874,isidore,36907,approvals,published,v8.1.0,create_line_scrubber,"Easy way to remove entire lines based on a keyword.

Example: 

```python
 text = """"""
    line 1
    remove me
    line 2
    also remove me
    line 3
    """"""
    text_to_remove = ""remove""

    verify(text, options=Options().with_scrubber(create_line_scrubber(text_to_remove)))
```

will produce:


``` text
    line 1
    line 2
    line 3
````


"
997,ReleaseEvent,2022-11-07 19:29:00+00:00,144078956,Salamek/huawei-lte-api,1226241,Salamek,,,published,1.6.6,Fixing release,"## What's Changed
* Fix default username typecheck by @scop in https://github.com/Salamek/huawei-lte-api/pull/158


**Full Changelog**: https://github.com/Salamek/huawei-lte-api/compare/1.6.5...1.6.6"
1213,ReleaseEvent,2021-11-13 20:15:09+00:00,23999995,pytest-dev/pytest-describe,464599,Cito,8897583,pytest-dev,published,2.0.1,,"Version 2.0.1 of the pytest-describe plugin

* Internal change: Adapt to changes in latest versions of the pytest API (#40)

Special thanks for contributing to this version go to @bluetech."
1317,ReleaseEvent,2021-04-03 07:36:13+00:00,101736691,zabuldon/teslajsonpy,1280656,zabuldon,,,published,v0.17.1,v0.17.1,"### Fix
* Fix china authentication ([`45dec97`](https://github.com/zabuldon/teslajsonpy/commit/45dec971b9dbeb3a70acbd96093ca5a4777be821))
* Catch keyerror for missing seatwarmers ([`9436684`](https://github.com/zabuldon/teslajsonpy/commit/9436684214be96aeedc276e859ee70e57d8e560e))

### Documentation
* Update docs ([`e9b149a`](https://github.com/zabuldon/teslajsonpy/commit/e9b149aee97c216e2f3c8cd23200152ca4a61b4f))"
1342,ReleaseEvent,2022-11-06 15:55:18+00:00,53077133,moderngl/moderngl,5418180,einarf,26459939,moderngl,published,5.7.1,5.7.1,"This version mainly addresses code maintainability and stability.
"
1732,ReleaseEvent,2021-11-15 07:26:37+00:00,120950888,bimmerconnected/bimmer_connected,42204099,rikroe,53658066,bimmerconnected,published,0.8.0b6,BETA for MyBMW API: Fix vehicle updates,"This release fixes vehicles not updating e.g. in HomeAssistant after being loaded once.

Please see previous changelogs as well:
- https://github.com/bimmerconnected/bimmer_connected/releases/tag/0.8.0b5
- https://github.com/bimmerconnected/bimmer_connected/releases/tag/0.8.0b4
- https://github.com/bimmerconnected/bimmer_connected/releases/tag/0.8.0b2 (includes **breaking changes**)"
2245,ReleaseEvent,2021-07-26 15:20:45+00:00,78158155,logdna/python,57451220,logdnabot,17461937,logdna,published,v1.18.0,v1.18.0,"### Fix
* **opts:** Repair logging options for each call ([`e326e4c`](https://github.com/logdna/python/commit/e326e4c2461b808b5d3a885b37555f8e610615e4))"
2302,ReleaseEvent,2022-09-06 10:36:09+00:00,104584858,Danielhiversen/pyTibber,650502,Danielhiversen,,,published,0.25.1,0.25.1,"## What's Changed
* refactor by @Danielhiversen in https://github.com/Danielhiversen/pyTibber/pull/198


**Full Changelog**: https://github.com/Danielhiversen/pyTibber/compare/0.25.0...0.25.1"
2455,ReleaseEvent,2023-05-01 17:08:32+00:00,118506495,sepandhaghighi/pycm,7515099,sepandhaghighi,,,published,v3.9,Version 3.9,"- `OVERALL_PARAMS` dictionary added
- `__imbalancement_handler__` function added
- `vector_serializer` function added
- NPV micro/macro added #435 
- `log_loss` method added #387 
- 23 new distance/similarity added #349 #350 
	1. Dennis 
	2. Digby
	3. Dispersion
	4. Doolittle
	5. Eyraud
	6. Fager & McGowan
	7. Faith
	8. Fleiss-Levin-Paik
	9. Forbes I
	10. Forbes II
	11. Fossum
	12. Gilbert & Wells
	13. Goodall
	14. Goodman & Kruskal's Lambda
	15. Goodman & Kruskal Lambda-r
	16. Guttman's Lambda A
	17. Guttman's Lambda B
	18. Hamann
	19. Harris & Lahey
	20. Hawkins & Dotson
	21. Kendall's Tau
	22. Kent & Foster I
	23. Kent & Foster II
- `metrics_off` parameter added to ConfusionMatrix `__init__` method #341 
- `CLASS_PARAMS` changed to a dictionary
- Code style modified
- `sort` parameter added to `relabel` method #412 
- Document modified
- `CONTRIBUTING.md` updated
- `codecov` removed from `dev-requirements.txt` #492 
- Test system modified #488 #492 

### Acknowledgment
This version has been funded by the [NLnet foundation](https://nlnet.nl/project/PyCM/)"
2709,ReleaseEvent,2021-08-24 09:59:52+00:00,4127088,Azure/azure-sdk-for-python,53356347,azure-sdk,6844498,Azure,published,azure-mgmt-policyinsights_1.1.0b1,azure-mgmt-policyinsights_1.1.0b1,"## 1.1.0b1 (2021-08-23)

**Features**

  - Added operation group AttestationsOperations
"
2772,ReleaseEvent,2023-05-09 14:14:17+00:00,101461719,dashingsoft/pyarmor,3657779,jondy,19261815,dashingsoft,published,v8.2,Release 8.2,"**New features**
* [Full documentation](https://pyarmor.readthedocs.io/en/v8.2/)
* Support plugins and hooks
* BCC mode support windows.x86,  linux.x86, linux.armv7
* Variable runtime package name for non trial version by `pyarmor cfg package_name_format ""xxxx""`
* Cleare frame locals by `pyarmor cfg clear_frame_locals 1`
* Improve [security of pack bundle](https://pyarmor.readthedocs.io/en/v8.2/how-to/protection.html)

**Group License Available**
* Doc how to [use group license](https://pyarmor.readthedocs.io/en/v8.2/how-to/register.html#using-group-license)
* Changed options for command `pyarmor reg`
   - Remove option `--confirm`
   - Add option `--device` for group license

**Bug fixed**
* Fix issue #1095: bcc mode decorator bug
* Fix issue #1215: cannot import name 'PYZ_TYPE_PKG' when packing with pyinstaller
* Fix issue #1218: When using multiple `--platform` options, only the last one will work."
2825,ReleaseEvent,2021-11-18 22:08:56+00:00,66304342,lyft/python-confidant-client,58494362,xiaoyanli-lyft,4269340,lyft,published,2.2.0,Remove upper bound for cryptography,"This is a minor version release, which removes the upper bound for dependency of cryptography."
