,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
56,ReleaseEvent,2023-03-06 12:43:55+00:00,54980593,pypa/setuptools,41898282,github-actions[bot],647025,pypa,published,v67.5.1,v67.5.1,
164,ReleaseEvent,2022-10-18 20:50:32+00:00,105273089,mjpost/sacrebleu,455256,mjpost,,,published,v2.3.0,v2.3.0,"Features:
- (#203) Added `-tok flores101` and `-tok flores200`, a.k.a. `spbleu`.
  These are multilingual tokenizations that make use of the
  multilingual SPM models released by Facebook and described in the
  following papers:
   * Flores-101: https://arxiv.org/abs/2106.03193
   * Flores-200: https://arxiv.org/abs/2207.04672
- (#213) Added JSON formatting for multi-system output (thanks to Manikanta Inugurthi @me-manikanta)
- (#211) You can now list all test sets for a language pair with `--list SRC-TRG`.
   Thanks to Jaume Zaragoza (@ZJaume) for adding this feature.
- Added WMT22 test sets (test set `wmt221)
- System outputs: include with wmt22. Also added wmt21/systems which will produce WMT21 submitted systems.
   To see available systems, give a dummy system to `--echo`, e.g., `sacrebleu -t wmt22 -l en-de --echo ?`"
214,ReleaseEvent,2022-08-20 03:36:39+00:00,58268745,cmbruns/pyopenvr,2649705,cmbruns,,,published,1.23.0701,PyOpenVR 1.23.0701,"Release Notes:
- Update for recent OpenVR SDK 1.23.7 release

Installation:
- ensure you have Python 3.7+ installed
- ensure SteamVR is installed and working correctly
- 'pip install openvr'

See the front page for documentation and more information https://github.com/cmbruns/pyopenvr
Please report problems and suggestions at our issues page https://github.com/cmbruns/pyopenvr/issues"
548,ReleaseEvent,2021-08-11 17:18:20+00:00,149731014,genicam/harvesters_gui,8652625,kazunarikudo,18436864,genicam,published,1.0.1,Harvester GUI 1.0.1,
574,ReleaseEvent,2021-07-22 22:10:31+00:00,15592459,SFDO-Tooling/CumulusCI,1388616,codexmarcel,42554011,SFDO-Tooling,published,v3.40.0,3.40.0,"Critical Changes

-   The `create_package_version` task no longer creates Unlocked Packages from the `unpackaged/pre` and `unpackaged/post` directories of dependencies, or local `unpackaged/pre` directories by default. This behavior is now opt-in via the `create_unlocked_dependency_packages` option, which defaults to False. Projects using the old default behavior must explicitly set this option. We believe the new behavior is a more sane default for most 2GP projects. (#2741)

Changes

-   The `add_standard_value_set_entries` task now supports value sets for `LeadStatus`. (#2695, with thanks to @naicigam)
-   We updated the default API version to 52.0. (#2740)

Issues Closed

-   Fixed an issue where the the built-in connected app was not accessible when running CumulusCI in a headless environment. (#2737)
-   The `create_package_version` task now supports `objectSettings` in the org definition file. (#2741)
-   We fixed issues in working with files containing Unicode characters on some Windows systems when using source-tracking commands. (#2739)
-   Fixed a bug where the `anon_apex` task had option text that was missing spaces. (#2736)
"
612,ReleaseEvent,2023-06-30 16:00:03+00:00,90194616,pydantic/pydantic,4039449,samuelcolvin,110818415,pydantic,published,v2.0,v2.0 2023-06-30,"## What's Changed
* 📝 Don't recomend to use `TypeError` on validators by @Kludex in https://github.com/pydantic/pydantic/pull/6179
* 📝 Add docs about custom error messages by @Kludex in https://github.com/pydantic/pydantic/pull/6182
* Change allow mutation wording by @mark-todd in https://github.com/pydantic/pydantic/pull/6184
* 📝 Improve fields documentation by @Kludex in https://github.com/pydantic/pydantic/pull/6183
* Ignore deprecated methods of `pydantic.main` in pydocstyle check by @hramezani in https://github.com/pydantic/pydantic/pull/6185
* Another solution to custom getattr/delattr by @dmontagu in https://github.com/pydantic/pydantic/pull/6165
* 🐛 Fix `RootModel` default values by @lig in https://github.com/pydantic/pydantic/pull/5949
* Improve conversion_table by @hramezani in https://github.com/pydantic/pydantic/pull/6186
* Uncomment `from_orm` `deprecated` decorator by @hramezani in https://github.com/pydantic/pydantic/pull/6189
* Complete `pydantic/root_model.py` docstring by @hramezani in https://github.com/pydantic/pydantic/pull/6193
* Complete `pydantic/functional_validators.py` docstrings by @hramezani in https://github.com/pydantic/pydantic/pull/6191
* Fix access of 'required' key for TypedDictField in GenerateJsonSchema by @adriangb in https://github.com/pydantic/pydantic/pull/6200
* 💚 Use the same conditions on `send_tweet` as `release` by @Kludex in https://github.com/pydantic/pydantic/pull/6170
* 📝 Add migration reference to the ""Import Error"" section by @Kludex in https://github.com/pydantic/pydantic/pull/6208
* Improve `pydantic/mypy.py` docstring by @hramezani in https://github.com/pydantic/pydantic/pull/6207
* 📝 Update documentation about ""Number Types"" by @Kludex in https://github.com/pydantic/pydantic/pull/6211
* Don't sort model keys by @adriangb in https://github.com/pydantic/pydantic/pull/6212
* Add documentation for strict mode by @tpdorsey in https://github.com/pydantic/pydantic/pull/6196
* Add documentation for strict types by @tpdorsey in https://github.com/pydantic/pydantic/pull/6218
* Update serialization decorator documentation by @tpdorsey in https://github.com/pydantic/pydantic/pull/6216
* Update list and set docs by @dmontagu in https://github.com/pydantic/pydantic/pull/6142
* Update docs for sequence_iterable by @dmontagu in https://github.com/pydantic/pydantic/pull/6220
* 👷 Add Integration CI workflow for `pydantic-settings` by @lig in https://github.com/pydantic/pydantic/pull/6221
* ⬆ Upgrade to pydantic-core 0.41.0 by @lig in https://github.com/pydantic/pydantic/pull/6219
* Document Strict on Annotated fields by @tpdorsey in https://github.com/pydantic/pydantic/pull/6223
* 🐛 Fix crash on serializing a union of RootModel and BaseModel by @lig in https://github.com/pydantic/pydantic/pull/6201
* Run docstring tests by @dmontagu in https://github.com/pydantic/pydantic/pull/6175
* Add documentation for PlainSerializer and WrapSerializer by @tpdorsey in https://github.com/pydantic/pydantic/pull/6230
* Improve mypy documentation by @hramezani in https://github.com/pydantic/pydantic/pull/6226
* 🚸 Improve error message when BaseSettings is imported by @Kludex in https://github.com/pydantic/pydantic/pull/6229
* correct deprecation warning for parse_file by @davidhewitt in https://github.com/pydantic/pydantic/pull/6228
* Update migration docs to include a note about `parse_env_var` removal by @hramezani in https://github.com/pydantic/pydantic/pull/6235
* Add warning about datamodel-code-generator to docs by @hramezani in https://github.com/pydantic/pydantic/pull/6236
* PYD-124: improve docs for `__get_pydantic_core_schema__` by @adriangb in https://github.com/pydantic/pydantic/pull/6224
* Minor edits from review of Enum docs by @tpdorsey in https://github.com/pydantic/pydantic/pull/6238
* Update and consolidate links in number types by @tpdorsey in https://github.com/pydantic/pydantic/pull/6239
* Update V2 vs V1 section in README.md by @adriangb in https://github.com/pydantic/pydantic/pull/6242
* Add type key to enums by @adriangb in https://github.com/pydantic/pydantic/pull/6243
* 🐛 Restrict range on Python version for `_make_forward_ref` by @Kludex in https://github.com/pydantic/pydantic/pull/6246
* 💚 Add timeout on `publish_docs` job by @Kludex in https://github.com/pydantic/pydantic/pull/6247
* 👷 Enable FastAPI tests by @Kludex in https://github.com/pydantic/pydantic/pull/6249
* docs: use _pydantic_core.pyi as only docs source for now by @davidhewitt in https://github.com/pydantic/pydantic/pull/6257
* Reorder basemodel methods by @dmontagu in https://github.com/pydantic/pydantic/pull/6260
* Improve file type docs by @hramezani in https://github.com/pydantic/pydantic/pull/6252
* 🔧 Add `assignees` list to the hooky config by @lig in https://github.com/pydantic/pydantic/pull/6264
* Document ""wrap"" validators by @tpdorsey in https://github.com/pydantic/pydantic/pull/6258
* Update validate_call documentation by @tpdorsey in https://github.com/pydantic/pydantic/pull/6255
* 📝 Update docs about hypothesis by @Kludex in https://github.com/pydantic/pydantic/pull/6266
* Update docs for validation errors by @dmontagu in https://github.com/pydantic/pydantic/pull/6262
* 📝 Improve docstrings on `json_schema.py` by @Kludex in https://github.com/pydantic/pydantic/pull/6267
* Update internal links to be compatible with versions by @tpdorsey in https://github.com/pydantic/pydantic/pull/6271
* Update pydantic-core to 0.42.0 by @adriangb in https://github.com/pydantic/pydantic/pull/6272
* 📝 Add documentation on Special Types by @Kludex in https://github.com/pydantic/pydantic/pull/6269
* Fix deduplication of Enum refs in CoreSchema by @adriangb in https://github.com/pydantic/pydantic/pull/6274
* 🔥 Remove `final` keyword from `Field` by @Kludex in https://github.com/pydantic/pydantic/pull/6284
* Fix relative links for logos by @tpdorsey in https://github.com/pydantic/pydantic/pull/6285
* 🐛 Fix `TypeError` on mixed discriminated unions by @lig in https://github.com/pydantic/pydantic/pull/6282
* Defer building discriminated unions until after all schemas are defined by @adriangb in https://github.com/pydantic/pydantic/pull/6288
* Update the return type for RootModel.model_dump and document how to override it by @dmontagu in https://github.com/pydantic/pydantic/pull/6290
* 🐛 Fix `RootModel.construct()` and `RootModel.__init__()` results aren't equal by @lig in https://github.com/pydantic/pydantic/pull/6283
* Improve the rendering of the conversion table by @dmontagu in https://github.com/pydantic/pydantic/pull/6275
* Fix privateattr clobbering classvars with future annotations by @dmontagu in https://github.com/pydantic/pydantic/pull/6287
* Add documentation of Strict Mode by @dmontagu in https://github.com/pydantic/pydantic/pull/6276
* 💥 Use custom `PydanticDeprecationWarning` warning instead of the generic one by @lig in https://github.com/pydantic/pydantic/pull/6180
* PYD-140: Fix `use_enum_values` config flag by @adriangb in https://github.com/pydantic/pydantic/pull/6294
* PYD-142: Fix use of Annotated + Field for dataclasses by @adriangb in https://github.com/pydantic/pydantic/pull/6293
* Add missing metadata to computed field JSON schemas by @dmontagu in https://github.com/pydantic/pydantic/pull/6299
* Move export_models to serialization by @tpdorsey in https://github.com/pydantic/pydantic/pull/6303
* Review custom types by @tpdorsey in https://github.com/pydantic/pydantic/pull/6292
* Improve types dict mapping doc by @hramezani in https://github.com/pydantic/pydantic/pull/6265
* Change mypy tests to put comments in-line in a python module by @dmontagu in https://github.com/pydantic/pydantic/pull/6305
* Update installation for release by @tpdorsey in https://github.com/pydantic/pydantic/pull/6289
* Blog and announce bar for v2 release by @tpdorsey in https://github.com/pydantic/pydantic/pull/6291
* Review and update Standard Types  by @tpdorsey in https://github.com/pydantic/pydantic/pull/6240
* Update Pydantic V1 to 1.10.10 by @hramezani in https://github.com/pydantic/pydantic/pull/6311
* Document validation context, and fix up some other issues with validators.md by @dmontagu in https://github.com/pydantic/pydantic/pull/6256
* adding page about version compatibility by @samuelcolvin in https://github.com/pydantic/pydantic/pull/6309
* 📝 Add note about page not up-to-date by @Kludex in https://github.com/pydantic/pydantic/pull/6312
* pydantic-core 2.0.1 by @samuelcolvin in https://github.com/pydantic/pydantic/pull/6310
* Update mypy plugin by @dmontagu in https://github.com/pydantic/pydantic/pull/6306
* PYD-131 Links between API and usage docs by @samuelcolvin in https://github.com/pydantic/pydantic/pull/6307
* Remove warning on top of `docs/usage/types/callables.md` by @hramezani in https://github.com/pydantic/pydantic/pull/6318
* Index improvements by @samuelcolvin in https://github.com/pydantic/pydantic/pull/6314
* Prepare for release by @samuelcolvin in https://github.com/pydantic/pydantic/pull/6319

## New Contributors
* @davidhewitt made their first contribution in https://github.com/pydantic/pydantic/pull/6228

**Full Changelog**: https://github.com/pydantic/pydantic/compare/v2.0b3...v2.0"
780,ReleaseEvent,2022-08-06 20:01:00+00:00,134479079,dgomes/pyipma,137684,dgomes,,,published,3.0.2,Bug Fixes and minor improvements,- Fixes to support Home Assistant integration
822,ReleaseEvent,2021-04-04 19:35:14+00:00,3757435,pytube/pytube,9667869,tfdahlin,16789089,pytube,published,v10.7.0,Added support for timeout and retries on downloads,* Adds network timeout and retries to stream.download() method
964,ReleaseEvent,2021-07-02 20:49:50+00:00,5903845,staticjinja/staticjinja,41898282,github-actions[bot],64491489,staticjinja,published,3.0.1,Release 3.0.1,See CHANGELOG.rst
1024,ReleaseEvent,2023-06-28 09:11:48+00:00,83542054,undertheseanlp/underthesea,1780281,rain1024,34150055,undertheseanlp,published,v6.3.0,Versiont 6.3.0,"## What's Changed

* GH-685: Support MacOS ARM by @rain1024 in https://github.com/undertheseanlp/underthesea/pull/688
* GH-685: update underthesea_core dependency by @rain1024 in https://github.com/undertheseanlp/underthesea/pull/689
* GH-616: Release version 6.3.0 by @rain1024 in https://github.com/undertheseanlp/underthesea/pull/690"
