,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
475,ReleaseEvent,2023-01-19 22:03:26+00:00,104270121,aws/aws-dynamodb-encryption-python,9659692,ShubhamChaturvedi7,2232217,aws,published,v3.2.0,3.2.0 -- 2021-12-19,"Deprecation Announcement
-----------
The AWS DynamoDB Encryption Client for Python no longer supports Python 3.6
as of version 3.2; only Python 3.7+ is supported.

Maintenance
-----------
* Warn on Deprecated Python 3.6 usage"
478,ReleaseEvent,2023-01-19 21:36:28+00:00,95720468,dmlc/treelite,2532981,hcho3,11508361,dmlc,published,3.1.0,3.1.0 Release,"The 3.1 release implements a new feature to concatenate multiple models into one (#412). Also it's now compatible with scikit-learn 1.2.0 (#425).

## What's Changed
* docs: add missing supported sklearn models by @tczhao in https://github.com/dmlc/treelite/pull/385
* Replace all generic exceptions with treelite::Error by @hcho3 in https://github.com/dmlc/treelite/pull/389
* Use development version in mainline branch by @hcho3 in https://github.com/dmlc/treelite/pull/397
* [CI] Clean up pipeline definition by @hcho3 in https://github.com/dmlc/treelite/pull/402
* [CI] Migrate MacOS tests to Azure pipelines by @hcho3 in https://github.com/dmlc/treelite/pull/403
* Various improvements for Windows by @hcho3 in https://github.com/dmlc/treelite/pull/404
* [Breaking] New serializer with improved compatibility by @hcho3 in https://github.com/dmlc/treelite/pull/401
* Various doc improvements by @hcho3 in https://github.com/dmlc/treelite/pull/405
* A gtest to simulate forward compatibility in serializer by @hcho3 in https://github.com/dmlc/treelite/pull/406
* Fix OpenMP build with libomp 15+ by @hcho3 in https://github.com/dmlc/treelite/pull/410
* Implement model concatenation by @hcho3 in https://github.com/dmlc/treelite/pull/412
* [CI] Trigger CI daily by @hcho3 in https://github.com/dmlc/treelite/pull/418
* [CI] Various CI improvements by @hcho3 in https://github.com/dmlc/treelite/pull/419
* [CI] Fix the script that names wheels by @hcho3 in https://github.com/dmlc/treelite/pull/421
* [CI] Add convenience script to automate PyPI release by @hcho3 in https://github.com/dmlc/treelite/pull/422
* Use `n_features_in_` instead of deprecated `n_features_` attribute by @oliverholworthy in https://github.com/dmlc/treelite/pull/425
* [CI] Replace load_boston with a randomly generated regression data by @hcho3 in https://github.com/dmlc/treelite/pull/428
* Fix undefined behavior in tree's Clone() by @hcho3 in https://github.com/dmlc/treelite/pull/430

## New Contributors
* @tczhao made their first contribution in https://github.com/dmlc/treelite/pull/385
* @oliverholworthy made their first contribution in https://github.com/dmlc/treelite/pull/425

**Full Changelog**: https://github.com/dmlc/treelite/compare/2.4.0...3.1.0"
754,ReleaseEvent,2023-06-13 02:23:04+00:00,4127088,Azure/azure-sdk-for-python,53356347,azure-sdk,6844498,Azure,published,azure-communication-rooms_1.0.0,azure-communication-rooms_1.0.0,"## 1.0.0 (2023-06-12)

- Stable release of `azure-communication-rooms`.
"
835,ReleaseEvent,2022-09-19 12:00:16+00:00,19455587,paulc/dnslib,212168,paulc,,,published,0.9.21,0.9.21,
937,ReleaseEvent,2022-11-09 19:43:27+00:00,4127088,Azure/azure-sdk-for-python,53356347,azure-sdk,6844498,Azure,published,azure-batch_13.0.0,azure-batch_13.0.0,"## 13.0.0 (2022-11-08)

### Features Added

- Added new custom enum type `NodeCommunicationMode`.
  - This property determines how a pool communicates with the Batch service.
  - Possible values: Default, Classic, Simplified.
- Added properties `current_node_communication_mode` and `target_node_communication_mode` of type `NodeCommunicationMode` to `CloudPool`.
- Added property `target_node_communication_mode` of type `NodeCommunicationMode` to `PoolSpecification`, `PoolAddParameter`, `PoolPatchParameter`, and `PoolUpdatePropertiesParameter`.
"
1139,ReleaseEvent,2023-03-30 21:56:07+00:00,11745275,mikedh/trimesh,41898282,github-actions[bot],,,published,3.21.3,Release 3.21.3,
1211,ReleaseEvent,2021-04-13 08:54:48+00:00,43142638,ByteInternet/drf-oidc-auth,1745824,kerrermanisNL,1357758,ByteInternet,published,2.0.0,"Dropped python3.4 support, added AuthenticationTestCaseMixin and configurable user endpoint","Dropped python3.4 support since it is end of life and tests failed for it

Add a `AuthenticationTestCaseMixin` which allows you to better integration test authentication/tokens in your tests. See the README for more information.

Add configurable user endpoint for cases where you can't find the user endpoint with the OpenID connect metadata endpoint. Will still show an error if the provided endpoint could not be found (and not metadata endpoint)."
1284,ReleaseEvent,2022-11-03 16:47:40+00:00,561384364,fake-useragent/fake-useragent,628926,danger89,117346332,fake-useragent,published,0.1.13,Release v0.1.13,"We have now a separate GitHub Organization for hosting the `fake-useragent` repo.

Changes in 0.1.13:

  - Implement `browsers` argument, allowing you to override the browser names you want to use
  - Fix browser listing of Internet Explorer and Edge
  - Don't depend on w3schools.com anymore
  - Clean-up data (temp) file format
  - Update fallback cache server URL / use JSON Lines as file format
  - Move to GitHub Actions instead of Travis
  - Deployment done via GitHub Actions as well
  - Using [`black`](https://pypi.org/project/black/) Python formatter in favour of Flake
"
1290,ReleaseEvent,2022-08-16 16:41:32+00:00,1292669,django-ses/django-ses,191195,pcraciunoiu,12100228,django-ses,published,v3.1.2,v3.1.2,"#255 , #254, #252, #246 

https://github.com/django-ses/django-ses/compare/v3.1.0...v3.1.2"
1468,ReleaseEvent,2021-04-14 06:09:06+00:00,1195061,Flask-FlatPages/Flask-FlatPages,41898282,github-actions[bot],21263110,Flask-FlatPages,published,v0.7.3,v0.7.3,"# Release Notes

## v0.7.3 {#Release Notes_v0.7.3}

Release Date: 2021-04-14

### Prelude {#Release Notes_v0.7.3_Prelude}

Small release to remove support for older Python versions, and to do
some housekeeping on the project repository and contributor experience.
Changes include:

> -   Moving CI from Travis to Github Actions This decision was made
>     following Travis CIs recent change in policies around open source
>     projects.
> -   Moving to Github Actions gave us the ability to define slightly
>     more granular workflows, which give more insight into why tests
>     failed and put CI results directly in Github.
> -   `Tox` as a single entrypoint for all main developer tasks,
>     specifically linting, testing and building docs.
> -   Updated contribution guidelines

### Deprecation Notes {#Release Notes_v0.7.3_Deprecation Notes}

-   This release drops support for Python versions 3.4 and 3.5. Support
    for python 3.4 was dropped from Pip in July 2019, and support for
    3.5 in January of this year. According to [PyPI
    Stats](https://pypistats.org/packages/flask-flatpages). these
    versions account for a handful of downloads a month. Version 0.7.2
    has identical funcitonality to this release and will still work for
    these versons.

### Bug Fixes {#Release Notes_v0.7.3_Bug Fixes}

-   This release resolves issue
    [\#79](https://github.com/Flask-Flatpages/Flask-Flatpages/issues/79).
    by correcting an inconsistent parameter name in the documentation.

```{=html}
<!-- -->
```
-   Building on the fix to Issue
    [\#77](https://github.com/Flask-FlatPages/Flask-FlatPages/issues/77),
    we replace the custom compact module with `six`.
"
1584,ReleaseEvent,2022-09-25 07:07:59+00:00,61870612,silentsokolov/django-admin-rangefilter,398939,silentsokolov,,,published,v0.9.0,0.9.0,"### Added
- Add filter for integer and float #73 
"
