,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
442,ReleaseEvent,2023-06-16 08:38:32+00:00,16512898,django-cms/djangocms-googlemap,16904477,fsbraun,69975235,django-cms,published,2.1.0,2.1.0,"* Added support for Cloud-based maps styling via Map ID
* Fixed Console warning Google Maps JavaScript API has been loaded directly without a callback.
* Added map loading in language equal to current page's language
* Updated README with up-to date links to Google Maps JavaScript API documentation"
1382,ReleaseEvent,2022-09-08 22:49:18+00:00,106430665,OCHA-DAP/hdx-python-utilities,3799212,mcarans,5087346,OCHA-DAP,published,3.4.4,Version 3.4.4,log_level can be set in Retriever's calls (not just constructor)
1622,ReleaseEvent,2022-08-26 03:18:22+00:00,4127088,Azure/azure-sdk-for-python,53356347,azure-sdk,6844498,Azure,published,azure-mgmt-nginx_1.0.0,azure-mgmt-nginx_1.0.0,"## 1.0.0 (2022-08-26)

### Features Added

  - Model NginxDeploymentProperties has a new parameter logging
  - Model NginxDeploymentUpdateProperties has a new parameter logging
"
1717,ReleaseEvent,2021-07-13 15:11:44+00:00,32944298,Z3Prover/z3,3085284,NikolajBjorner,11668813,Z3Prover,published,z3-4.8.12,z3-4.8.12,"4.8.12 release

## Changes:

* 3a402ca2c14c3891d24658318406f80ce59b719f Update release.yml for Azure Pipelines
* 75a5de99cae69f94bf12716342e0576b5f14b2c3 Update release.yml for Azure Pipelines
* 82e477ac02449f8d4aa3d7ceccdef1ae2441d912 bounds
* 0752b1385c090a2aba82bc47392402943917a9be add length axioms
* a49a5b3a0b23494e01881b3642956b2979d2f335 add release note for 4.8.12 prepare for addressing #5406
* 34677e0e7c05a198707843fedfba318d4e69450a fix update of bb
* e5c5caea450a71abaaebb94c1145fd9d00f506d2 add call to function
* f74adb1ebde0d5e5e8bdbebaa172c3befd22d049 ubv2s step3
* b6a3891ac4320418b814d2d2cde165813d624ae5 str.from_ubv step2
* 1bc10cebc54d2a53ccf9ee5fb0b66530310780d7 add ubv2s step 1
<details><summary><b>See More</b></summary>

* 805bb5828953c65560856e056710a44a0fb8bcfc fix #5404
* de8b2041e6d09d86a243831db49c8b57bef7700d make bpp work with nullptr
* 4c53655be7543555936bf6ded5a4c915a1c9c874 add z3doc build to release script
* 2ccfb1937de2bda061b2f869b61d1ac3ac5c9e71 na
* a4f4975092030837f3e6bb2a8df162771dc6494c #5336
* cab107651459ee74d7a7cf90cafcbb76bffaa2a2 #5336
* 18a76ab82c29a2777674499c3efdf0e71f477fa5 #5336
* 10ad5bae216e1f6df8d6d6a6206964afa1b7a469 increment version
* e05f5ef6d14291a83a3f7df6afa04de6a6cc8033 na
* 5fac396c2fb0ae8d9df350cb36cd3cbe00bc2947 simplify some verbose trace-stream
* bc2e6ce037a947c449ae291788924a2b0ff41e1e Update release.yml for Azure Pipelines
* 66fc98015493d6506439e0e0217f353257e59cc2 add helper axioms for int2bv #5396
* 34885562e0debe961b73935c6d02e71d6628238d try without #!/bin/env python #5397
* 0f8d2d1d51b814edda853dacd8a7b88a45fad33a fix #5399
* 2973d3bdc1fd01e710f312e15508445a9716ce3f fix #5392
* 897cbf347bcf73ac986d50636b15f09968130880 fix #5381
* 29c6d423806346b75724d94398e92bfe80730442 is-char is overloaded #5389
* 4f184b6aa9d42da757fba16cf7e5dd7882ed54aa fix #5376
* c2595b9bc80ef7b3d9c9d864541bf6c28f91989d #5379
* af5b2a417917e162086691b46bed37758f4f4ee8 #5376
* ca05c668479d25cc5ae8496b068de16a988e3d91 #5376
* 8a33391708b282f93d0418ea0235f56a1e6fd265 Expose optimize.assertAndTrack to Java (#5387)
* 0c7625cd26fa14188f3d3300622c8aec4ecbf369 Remove size argument in OCaml's `Z3.mk_re_intersect` (#5383)
* bdcfba1324ec834bd194d28f017798fdbb390322 use sort* not ast* #5386
* 2a8d00d8152a433b736d133fd599529c58d6e42f fix #5378
* e5aa02b8f5edb862c7492ac93cee8d21f7f6ee2d fix #5382
* 7255a2afd1cf5896dba2e49cd3a570760ad5fa71 fix #5379
* d5c6abe14d3edc18667e5828144816ec756289fb #close 5363
* 55daa2424c192dcf19d05c955db1abc9ab6431fa fix #5362
* f3737f68310ef101922fdc2e0ca607528612968b #5361
* 161d38397bb5107d45d12c6d38c3475eea587c76 In src/sat/sat_local_search.*: Changed the return type of `constraint_slack` to `int64_t` instead of `uint64_t` to match the `m_slack` member of the `constraint` struct, which has type `int64_t`. (#5360)
* 45228bf8fb2c3bc07abade538b8f5d64f4a3a067 #5323 heap use after free
* ed9341e3b017973555f18dca4a2d218f8501efec #5336
* 02644b5b7129f35df0d5ea7225e8711e1bd33fde #5336
* 8d37495b7c83f749eec8a4c33b7c51b82c1b0e19 merge
* 4a0a678e3f8c01dd8468133e594b71b2f9984512 #5336
* f7d1cce69a8dc1fc3a90bf325984a38329481b0f #5336
* 2138ef2ad05bacf3bc488364d7f994d927e289cb build
* 93a4939d494aa415c1c1092546f63fea50aa622a #5336
* 2174bccdba73e9ab27adf594378ad5029194e63c #5336
* d016cb1da5768317193237982fb5be2956a02851 #5336
* 9038dfd30de27770672d790f58bea7f64c97667b #5336
* d73ceaddc729fefc37cb86fc9a384c4e6dcafcc4 #5336
* 0b3a8522ac20e91bcf5d667063a5146d901ab23f #5336
* 1dedfe31649866a0d458d5eef587a5bec73f0ebd #5336
* df9084ba23ba03e2d57c66c7a053295a37c23eff #5336
* 3311bd074f979345b386301f3e04a305c5e0a32c #5336
* 6b5680f13e27bbc54b288f937358e5bc4097b4ce #5336
* 38fc97d18c18fd152fe112d4dc7d34d58c9e80f6 #5336
* 29a2838bc9a9d9667faf17497700a26d9e9f5523 #5338 #5349
* f95d0b721665bcf92e7e560036d8ce80ee7f8388 #5349 #5338
* fbc3aa93a57846a4eb06c2f12a3e0d6839fbe875 #5336
* 589f99eea9a2cf019ecfcedc9f91925e78762053 Fix Flake8 violations in Python API (#5332)
* d61d5081a2f195b10b90165228429a4da4fa9803 Delete unused NuGet release script. (#5351)
* dc6a8fde34d62492853a28979b287cc15c62bd8c fix #5340
* 9c6b29164dff7b42683ce3b84b0c9c9adbbf2b08 #5337
* 206d7709d335991826bb7dd4c607f58aa9507c38 Update README.md
* 082ec0f49988712c683b1737356e27f2d6416455 #5336
* 08b4c4ea1403e82dfa56e02af218b58547727dc0 #5336
* fb6cd8e1320197d36d0ccdb6dfb2b2d5a29ea73a #5324
* bdf6a17b892fa6f07166ba5cea4753383f479d13 #5324
* c6f0afa008b2aef5bbe16d11813a6e3ce459726e #5324
* c1ab7987f62f2ed969d8ba3a211690430988e5b7 #5324
* a60295020b243f122bc36d317bd15c1926b1810e #5324
* d8905885ed1cc7694f03d66bdb2dd78daeee2b9b #5324
* 5d3f48cc8d598508e1b56b265b31f702f4497311 na
* 3a5b88e52b5dbb0748b5ae30310d1d525860d192 set status to CANCELLED on the total_iterations threshold bailout
* b1002638ab05c519fd2933733326d4b067d47a2e #5324
* 9989ef65539d1fa5cc2a9941cb02a96773f38370 #5324
* 92ec81d1085f861bc296cad95f21eae2351a8172 #5140
* 3da9d91866fa18aee1281a1ea6d2d7ab55589740 #5333
* 73bb3e4352a36b8f0861a96d20ef721708dc1930 #5324
* 29ac26eab3e0db9c61ce708625f670f9278e8e5a #5324
* 34fc0cdd5c85e9b851ff535ff485c7e70a7c586c #5324
* 9afc59d5b45fc7f22f192e7105f4701ed1f5ce80 #5324
* ed49c1eae3667b7c02304b7e77299be33e77117b #5324
* c388d99c355451eaf22b98c81b97db0d9056450c #5324
* eed87807c5a7efaeabc67544a30671157c88c673 #5324
* 1935e8696673371077b49f109143b3c24163aea0 #5324
* 6f56d87694952e983afe7304183dd4193a38d73e #5324
* 7cd901019f38c5cf3fdd68e323fed3293704a20a #5324
* 71ff987f6b2cc46756525ea636aebe05a23f9f9b #5324
* 82e481f6d9876a6e0c39704943c766b9c52dd363 #5324
* df95ed64e0db5b38b9541ac968a0e00fe7e82c36 #5324
* 1fd6b66ecc4b17fba5972d7d3b77c58a79b6d52f #fix #5328
* 85b672ee85bf79b4f215366f2f5b74690c0a6a8e #5324
* f920079aacfe272db89b7efcc64a3d2ddfe0386b #5324
* 08e7de3c0994bd3b48b086ee62af4a55faeb278a #5324

This list of changes was [auto generated](https://dev.azure.com/z3build/Z3Build/_build/results?buildId=3999&view=logs).</details>"
1907,ReleaseEvent,2021-11-05 07:50:22+00:00,4127088,Azure/azure-sdk-for-python,53356347,azure-sdk,6844498,Azure,published,azure-mgmt-eventgrid_10.0.0,azure-mgmt-eventgrid_10.0.0,"## 10.0.0 (2021-10-21)

**Features**

  - Model Domain has a new parameter disable_local_auth
  - Model Domain has a new parameter auto_delete_topic_with_last_subscription
  - Model Domain has a new parameter auto_create_topic_with_first_subscription
  - Model Topic has a new parameter disable_local_auth
  - Model DomainUpdateParameters has a new parameter disable_local_auth
  - Model DomainUpdateParameters has a new parameter auto_delete_topic_with_last_subscription
  - Model DomainUpdateParameters has a new parameter auto_create_topic_with_first_subscription
  - Model ExtensionTopic has a new parameter system_data
  - Model TopicUpdateParameters has a new parameter disable_local_auth

**Breaking changes**

  - Model Domain no longer has parameter sku
  - Model Topic no longer has parameter sku
  - Model Topic no longer has parameter extended_location
  - Model Topic no longer has parameter kind
  - Model DomainUpdateParameters no longer has parameter sku
  - Model TopicUpdateParameters no longer has parameter sku
  - Removed operation group EventChannelsOperations
  - Removed operation group PartnerRegistrationsOperations
  - Removed operation group PartnerTopicEventSubscriptionsOperations
  - Removed operation group PartnerNamespacesOperations
  - Removed operation group PartnerTopicsOperations
"
2009,ReleaseEvent,2021-11-04 17:51:48+00:00,4127088,Azure/azure-sdk-for-python,53356347,azure-sdk,6844498,Azure,published,azure-core_1.20.0,azure-core_1.20.0,"## 1.20.0 (2021-11-04)

### Features Added

- GA `send_request` onto the `azure.core.PipelineClient` and `azure.core.AsyncPipelineClient`. This method takes in
requests and sends them through our pipelines.
- GA `azure.core.rest`. `azure.core.rest` is our new public simple HTTP library in `azure.core` that users will use to create requests, and consume responses.
- GA errors `StreamConsumedError`, `StreamClosedError`, and `ResponseNotReadError` to `azure.core.exceptions`. These errors
are thrown if you mishandle streamed responses from the `azure.core.rest` module
- add kwargs to the methods for `iter_raw` and `iter_bytes`  #21529
- no longer raise JSON errors if users pass in file descriptors of JSON to the `json` kwarg in `HttpRequest`  #21504
- Added new error type `IncompleteReadError` which is raised if peer closes the connection before we have received the complete message body.

### Breaking Changes

- SansIOHTTPPolicy.on_exception returns None instead of bool.

### Bugs Fixed

- The `Content-Length` header in a http response is strictly checked against the actual number of bytes in the body,
  rather than silently truncating data in case the underlying tcp connection is closed prematurely.
  (thanks to @jochen-ott-by for the contribution)   #20412
- UnboundLocalError when SansIOHTTPPolicy handles an exception    #15222
- Add default content type header of `text/plain` and content length header for users who pass unicode strings to the `content` kwarg of `HttpRequest` in 2.7  #21550
"
2193,ReleaseEvent,2023-06-23 03:39:48+00:00,32944298,Z3Prover/z3,447027,jfleisher,11668813,Z3Prover,published,Nightly,Nightly,"nightly build

## Changes:

* 1b263f85e4e8f693b455ff3419fe9e914ff78fe6 compile numeral constants into separate variables in the new core
* 3517361a736a96f342e53a0cbd089b297332ca55 Adding some options in support of F* (#6774)
* eb1caee18aedf3e8994d6f0b327960e24d5f9ffe compile constants into different variables instead of reusing a single variable 1 and coefficients. It delays introducing large coefficients and allows more efficient bounds propagation
* 32ec02778e20e77f5e7790399efac92969c6f6de use heap to track infeasible columns. (#6771)
* 4d44e60c33a6fa9dc64905f37a92a3c562dc64b1 fix #6757
* df77541aae7d76207e61ea8b4037c3c2b6365759 #6758
* 5f22e983965f66c916fcae5301b62c045b1fa41f fix #6766
* b93171de78fc80cb2f79fcc8011a541d7dbf42d9 pattern_inference.h: include rewriter_def.h (#6765)
* cc4ac0e65a2713b366cca02431840117904672c4 add guard for eq adapter
* ac0030635532e8284076a0c2a223311d6b354894 fix context simplification
<details><summary><b>See More</b></summary>

* d0085b41c1e37c567d8c5fae59797a43fcefd3aa disable breaking change
* 555ccc8aab8c729648d8dfc4ce38f146b0a25f33 simplify bounds by subsumption checks
* 100695521539695ef2a03625435568fb1cc69907 get cached tv value (#6756)
* f7ec5c5c646da2d660afcdc7e2d4c1dca8747766 fix sort_non_basis (#6755)
* 1d62964c58991d78bccd9b8aa7d821f5aae77f74 avoid name clash for multiple special relations #6743
* ab4b7c50ed70da03c945087f64690c93b920de69 fix #6749
* 06a8987314f8f740c2c3b28f2e58ecf788a9ab5a fix #6748
* 57e92b2a591d232bcea426287c01190a7b90b5cd Fix bvnego (#6750)
* 73c3f34d66c300c8ddf31a6f2ac0b74458f2fa7b remove debug output
* 2bff0a6b8a4697d8450d38b5362d6c33352d9d11 regression on quantifier weight computation when weights are 0 vs non-0. It modifies a change made for the fix of #2667. That fix caused a regression in F*. Reported @mtzguido
* 68f43ac7a411ee91da2d7a321fec71f32e775697 make der selective to configuration. For F*, quantifiers are hand or machine generated in specific formats and the tool depends on e-matching to use precisely the format of the quantifiers that have been entered. For other cases of quantifiers, destructive equality resolution (der) can be expected to offer simplifications
* 81068981aa7823031b8cefc6d460efdf9418bcd4 fix #6746, fix type errors in java bindings
* 82667bd86b850569bfd0af941650a2b85fb8059f Fix UP's decide callback (#6707)
* d59bf55539890462f31baeda909ed51a86d2e21e fix formatting bug reported by Alex Nutz
* 621f1f8a850f8875b511e35a03b80634f041f4cc sanity check parameters #6737
* 230306ddfc3ccb9e4f995ac6d1e6ea64b053cd17 Add solver::interrupt to Python's API. (#6739)
* 5e1869d8eb32f0d2d1641f8e9d7fad9fc7a79cf2 fix #6734
* 11264c38d84bef9305df3dd34e5165140bec80f8 Java user propagator interface (#6733)
* 2c21072c99b3deb2746838158fbaf39b1e27f198 remove stub class, it may as well go into NativeStatic.txt as C++
* b93529997ebc45770a127c8fb349bb728c194b24 more stubs #6097
* 7963ecaf632d2151c3a74445b52a1eaebd9ed5c5 stubs for #6097
* a68f91f0a6bc18a2896e12a842af7beb27ee277f fix #6729
* 06ea765b8229ea784fe6f805379c9e508eb9fed6 fix #6721
* c9d8e646ed505a9cd4c84b2cb31d846b8588109f fix missing <cstdint> include (#6720)
* 520e692a43c41e8981eb091494bef0297ecbe3c6 Fix building with gcc 13 (#6723) [ #6722 ]
* f928b4460665410c83fbe2db2f202cba868fec56 update version number

This list of changes was [auto generated](https://dev.azure.com/z3build/Z3Build/_build/results?buildId=4875&view=logs).</details>"
2798,ReleaseEvent,2022-09-09 10:04:53+00:00,6370981,django-cms/djangocms-link,1461191,marksweb,69975235,django-cms,published,3.1.0,3.1.0,"## What's Changed
* Add Github Actions support by @NarenderRajuB in https://github.com/django-cms/djangocms-link/pull/192
* FEATURE: adjust setup metadata by @crydotsnake in https://github.com/django-cms/djangocms-link/pull/199
* FEATURE: add github pr template by @crydotsnake in https://github.com/django-cms/djangocms-link/pull/198
* Display page title instead of menu title by @adrien-delhorme in https://github.com/django-cms/djangocms-link/pull/194
* fix: add support of django 4.0 by @jbpenrath in https://github.com/django-cms/djangocms-link/pull/203
* Bumped version to 3.1.0 by @FinalAngel in https://github.com/django-cms/djangocms-link/pull/204

## New Contributors
* @NarenderRajuB made their first contribution in https://github.com/django-cms/djangocms-link/pull/192
* @crydotsnake made their first contribution in https://github.com/django-cms/djangocms-link/pull/199
* @adrien-delhorme made their first contribution in https://github.com/django-cms/djangocms-link/pull/194
* @jbpenrath made their first contribution in https://github.com/django-cms/djangocms-link/pull/203

**Full Changelog**: https://github.com/django-cms/djangocms-link/compare/3.0.0...3.1.0"
2838,ReleaseEvent,2023-06-01 11:55:09+00:00,40975824,common-workflow-language/schema_salad,1330696,mr-c,9947495,common-workflow-language,published,8.4.20230601112322,8.4.20230601112322,"## What's Changed
* Always re-run unittests by @acoleman2000 in https://github.com/common-workflow-language/schema_salad/pull/699
* [ruamel.yaml: allow any 0.17.x release](https://github.com/common-workflow-language/schema_salad/commit/ae9fc13563cd544bf63651ca62dc0c94a0cc895a) by @mr-c 
* Bump cachecontrol[filecache] from 0.12.11 to 0.13.0 by @dependabot in https://github.com/common-workflow-language/schema_salad/pull/704

## New Contributors
* @acoleman2000 made their first contribution in https://github.com/common-workflow-language/schema_salad/pull/699

**Full Changelog**: https://github.com/common-workflow-language/schema_salad/compare/8.4.20230511084951...8.4.20230601112322"
2871,ReleaseEvent,2021-11-19 01:14:24+00:00,54980593,pypa/setuptools,41898282,github-actions[bot],647025,pypa,published,v59.2.0,v59.2.0,
