,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
172,ReleaseEvent,2023-06-12 07:01:58+00:00,6930489,facebook/watchman,41898282,github-actions[bot],69631,facebook,published,v2023.06.12.00,v2023.06.12.00,
250,ReleaseEvent,2022-02-18 07:09:08+00:00,69360747,equinor/segyio,22821827,ErlendHaa,525862,equinor,published,1.9.9,Version 1.9.9,"# Version 1.9.9

* Fix packaging support for linux/aarch64"
565,ReleaseEvent,2023-03-22 14:59:53+00:00,16128840,bennylope/pygeocodio,102509,bennylope,,,published,v1.2.0,Custom API domain and Python support updates,"This version adds official support for a custom base domain in the API.

It also DROPS official support for Python 3.6 and ADDS official support for Python 3.11."
848,ReleaseEvent,2023-06-28 19:34:34+00:00,116154294,ambitioninc/ambition-utils,1165406,somewes,6206775,ambitioninc,published,3.1.6,3.1.6,3.1.6
891,ReleaseEvent,2021-07-10 11:32:46+00:00,112110982,rushter/selectolax,3187951,rushter,,,published,v0.2.13,,"- Don't throw exception when encoding text as UTF-8 bytes fails (#40).
- Fix Node.attrs.items() causes (#39).
"
1059,ReleaseEvent,2021-04-01 21:24:23+00:00,65765377,edgraham/BinSanity,17166755,edgraham,,,published,v0.5.3,,
1130,ReleaseEvent,2022-02-04 10:14:47+00:00,52809943,IdentityPython/djangosaml2,41898282,github-actions[bot],29101624,IdentityPython,published,v1.3.6,v1.3.6,"## Release notes

- Update SameSite cookie notes @omidraha (#322)
- pre-commit integration @g-as (#320)
- tox: used final django ~ 4.0 version @g-as (#319)
- added support for python3.10 @g-as (#318)
- Added Django 4.0 compatibility @g-as (#317)

## What's Changed
* Added Django 4.0 compatibility by @g-as in https://github.com/IdentityPython/djangosaml2/pull/317
* added support for python3.10 by @g-as in https://github.com/IdentityPython/djangosaml2/pull/318
* tox: used final django ~ 4.0 version by @g-as in https://github.com/IdentityPython/djangosaml2/pull/319
* pre-commit integration by @g-as in https://github.com/IdentityPython/djangosaml2/pull/320
* Update SameSite cookie notes by @omidraha in https://github.com/IdentityPython/djangosaml2/pull/322

## New Contributors
* @g-as made their first contribution in https://github.com/IdentityPython/djangosaml2/pull/317
* @omidraha made their first contribution in https://github.com/IdentityPython/djangosaml2/pull/322

**Full Changelog**: https://github.com/IdentityPython/djangosaml2/compare/v1.3.5...v1.3.6"
1167,ReleaseEvent,2021-08-20 18:07:43+00:00,6662075,joke2k/faker,41898282,github-actions[bot],,,published,v8.12.0,Release v8.12.0,See CHANGELOG.md
1863,ReleaseEvent,2022-10-26 17:52:00+00:00,125696210,theacodes/cmarkgfm,446561,mbarkhau,,,published,2022.10.26,"October 26th, 2022",* Create wheels for Python 3.11
1896,ReleaseEvent,2021-07-06 01:18:30+00:00,100658303,dwavesystems/dimod,8395238,arcondello,5449030,dwavesystems,published,0.10.0.dev7,0.10.0.dev7,
