,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
33,ReleaseEvent,2023-06-17 20:05:11+00:00,35126062,hvac/hvac,1260690,briantist,41373505,hvac,published,v1.1.1,v1.1.1,"## 🐛 Bug Fixes

- fix wrapped response for `auth.token.create` ([GH-966](https://github.com/hvac/hvac/pull/966))


Thanks to @briantist for their lovely contributions.
"
39,ReleaseEvent,2023-03-03 17:37:43+00:00,66842982,mozilla/libmozdata,59021053,moz-tools-bot,131524,mozilla,published,v0.1.86,v0.1.86,"- Update the domain for Firefox Trains (#211)
- [release_calendar] Support the new table structure on the wiki page (#213)
- Add a method to edit a differential revision on PhabricatorAPI (#214)
---
Released with [mozilla/task-boot](https://github.com/mozilla/task-boot)"
62,ReleaseEvent,2021-07-13 14:22:45+00:00,4086901,plivo/plivo-python,33682720,plivo-jenkins,795996,plivo,published,v4.18.0,v4.18.0,"
**Release Notes:**
- Power pack ID has been included to the response for the list all messages API and the get message details API."
152,ReleaseEvent,2021-07-27 07:59:28+00:00,143328315,mindsdb/mindsdb,4068133,StpMax,31035808,mindsdb,published,v2.43.0,v2.43.0,
768,ReleaseEvent,2021-11-08 18:18:14+00:00,17420614,seleniumbase/SeleniumBase,6788579,mdmintz,17287301,seleniumbase,published,v2.1.4,"Simplify output associated with ""NoSuchWindowException""","### Simplify output associated with ""NoSuchWindowException""

This is for https://github.com/seleniumbase/SeleniumBase/issues/1060
Although this won't handle all cases of the above, improvements will be noticeable in many situations.

#### Also refresh Python dependencies:
* pycparser==2.21
* rich==10.13.0;python_version>=""3.6"""
1473,ReleaseEvent,2022-10-19 20:33:56+00:00,102102105,DonDebonair/slack-machine,854991,DonDebonair,,,published,v0.21.1,v0.21.1,"## [0.21.1] - 2021-08-01

### Changed

- Add channel members to `Channel` model and keep members up-to-date through Slack events ([#485](https://github.com/DonDebonair/slack-machine/pull/485) by @arusahni)

**Full Changelog**: https://github.com/DonDebonair/slack-machine/compare/v0.21...v0.21.1"
2068,ReleaseEvent,2021-11-02 17:07:00+00:00,36618494,aio-libs/aiobotocore,4001789,thehesiod,7049303,aio-libs,published,2.0.0,aiobotocore 2.0.0,"Changes
---------
* bump to botocore 1.22.8
* turn off default `AIOBOTOCORE_DEPRECATED_1_4_0_APIS` env var to match botocore module. See notes in 1.4.0."
2158,ReleaseEvent,2021-08-05 15:01:00+00:00,254078902,CybercentreCanada/assemblyline_client,59840781,cccs-sgaron,56049619,CybercentreCanada,published,v4.1.0,Release 4.1.0,Upgraded Socket IO version to match newer UI containers
2375,ReleaseEvent,2022-08-21 22:56:30+00:00,54980593,pypa/setuptools,41898282,github-actions[bot],647025,pypa,published,v65.2.0,v65.2.0,
2533,ReleaseEvent,2022-02-11 12:13:45+00:00,68376693,pybel/pybel,5069736,cthoyt,22892058,pybel,published,v0.15.5,v0.15.5,"## What's Changed
* Update citation enrichment functions by @cthoyt in https://github.com/pybel/pybel/pull/495
* Rearrange extra dependencies for grounding
* Use more modern project layout
* Add py310 by @cthoyt in https://github.com/pybel/pybel/pull/497


**Full Changelog**: https://github.com/pybel/pybel/compare/v0.15.4...v0.15.5"
2688,ReleaseEvent,2023-03-21 14:47:04+00:00,6982635,plone/mockup,511761,petschki,72034,plone,published,5.0.6,Release 5.0.6,"## [5.0.6](https://github.com/plone/mockup/compare/5.0.5...5.0.6) (2023-03-21)


### Maintenance


* **bundle:** Add `pat-checklist` ([b62dfb0](https://github.com/plone/mockup/commit/b62dfb031bc7437d47dbf03f3056238b8b93d7cd))

* override  for release-it ([14f84e0](https://github.com/plone/mockup/commit/14f84e0b3db6df732a3e4c6296879744136de0bf))"
3525,ReleaseEvent,2022-11-03 00:31:48+00:00,72477752,pulumi/pulumi,30351955,pulumi-bot,21992475,pulumi,published,v3.46.0,v3.46.0,"## 3.46.0 (2022-11-02)


### Features

- [programgen/{dotnet,go,java,nodejs,python}] Support a logical name for config vars
  [#11231](https://github.com/pulumi/pulumi/pull/11231)

- [sdk/dotnet] Make the `LocalSerializer` class public.
  [#11106](https://github.com/pulumi/pulumi/pull/11106)

- [sdk/yaml] [Updates Pulumi YAML to v1.0.0](https://github.com/pulumi/pulumi-yaml/releases/tag/v1.0.0) containing runtime support for external config.
  [#11222](https://github.com/pulumi/pulumi/pull/11222)


### Bug Fixes

- [engine] Fix a bug in update plans handling resources being replaced due to other resources being deleted before replacement.
  [#11009](https://github.com/pulumi/pulumi/pull/11009)

- [engine] Pending deletes are no longer executed before everything else. This correctly handles dependencies for resource graphs that were partially deleted.
  [#11027](https://github.com/pulumi/pulumi/pull/11027)

- [engine] Expand duplicate URN checks across direct URNs and aliases.
  [#11212](https://github.com/pulumi/pulumi/pull/11212)"
3601,ReleaseEvent,2021-07-21 03:18:35+00:00,21127286,a10networks/acos-client,51075706,ytsai-a10,5942705,a10networks,published,v2.8.0,acos-client v2.8.0,"Support package version:
- a10-octavia v1.3"
3921,ReleaseEvent,2021-04-06 20:57:41+00:00,4127088,Azure/azure-sdk-for-python,53356347,azure-sdk,6844498,Azure,published,azure-ai-formrecognizer_3.1.0b4,azure-ai-formrecognizer_3.1.0b4,"## 3.1.0b4 (2021-04-06)

**New features**

- New methods `begin_recognize_id_documents` and `begin_recognize_id_documents_from_url` introduced to the SDK. Use these methods to recognize data from identity documents.
- New field value types ""gender"" and ""country"" described in the `FieldValueType` enum.
- Content-type `image/bmp` now supported by custom forms and training methods.
- Added keyword argument `pages` for business cards, receipts, custom forms, and invoices 
to specify which page to process of the document.
- Added keyword argument `reading_order` to `begin_recognize_content` and `begin_recognize_content_from_url`.

**Dependency Updates**

- Bumped `msrest` requirement from `0.6.12` to `0.6.21`.
"
4283,ReleaseEvent,2022-02-08 22:00:43+00:00,4127088,Azure/azure-sdk-for-python,53356347,azure-sdk,6844498,Azure,published,azure-keyvault-administration_4.1.0b3,azure-keyvault-administration_4.1.0b3,"## 4.1.0b3 (2022-02-08)

### Other Changes
- Python 2.7 is no longer supported. Please use Python version 3.6 or later.
- Updated minimum `azure-core` version to 1.20.0
- (From 4.1.0b2) To support multi-tenant authentication, `get_token` calls during challenge
  authentication requests now pass in a `tenant_id` keyword argument
  ([#20698](https://github.com/Azure/azure-sdk-for-python/issues/20698))
"
4642,ReleaseEvent,2022-08-15 04:02:00+00:00,79510167,pypa/pipenv,41898282,github-actions[bot],647025,pypa,published,v2022.8.15,Release v2022.8.15,
5037,ReleaseEvent,2022-02-07 23:29:40+00:00,4127088,Azure/azure-sdk-for-python,53356347,azure-sdk,6844498,Azure,published,azure-storage-blob_12.10.0b3,azure-storage-blob_12.10.0b3,"## 12.10.0b3 (2022-02-08)

This version and all future versions will require Python 3.6+. Python 2.7 is no longer supported.

### Features Added
- Added support for service version 2021-04-10.
- Added support for `find_blobs_by_tags()` on a container.
- Added support for `Find (f)` container SAS permission.

### Bugs Fixed
- Update `azure-core` dependency to avoid inconsistent dependencies from being installed.
"
5303,ReleaseEvent,2021-11-08 05:11:36+00:00,79961932,HewlettPackard/python-ilorest-library,21117913,rajeevkallur,6004705,HewlettPackard,published,v3.3.0.0,Version 3.3.0.0,"Fixes:
Fixed issues in uniqueoverride option for SerialNumber and ProductId in set and load commands.
Fixed issues related to Save and Load commands.
Fixed incorrect json outputs for Smartarray commands to help in automation scripts.
Fixed issues with Uploadcomp w.r.t FWPKG files.
Fixed issues with showabsent option in serverinfo command.
Fixed issue with taskqueue command output as json format.
Fixed issue of rawget command involving session id param.

Enhancements:
Added Virtual NIC login option along with Chif for local login.
Added Certificate login options using user-based certificates in iLO.
Added enable_vnic and disable_vnic options in ethernet command.
Added NVMe drive type for smartarray commands
New error code RIS_ILO_CHIF_ACCESS_DENIED_ERROR(66) is returned if iLO denies Chif Access.
New error codes RIS_CREATE_AND_PREPARE_CHANNEL_ERROR(67) or RIS_ILO_CHIF_PACKET_EXCHANGE_ERROR(71) is returned if there is any Chif Channel errors.
New error code RIS_ILO_CHIF_NO_DRIVER_ERROR(69) is returned if Chif driver not found."
5311,ReleaseEvent,2022-02-25 14:25:46+00:00,130398612,plus3it/satsuki,35925578,plus3-releasebot,15047853,plus3it,published,0.1.43,0.1.43,
5415,ReleaseEvent,2022-08-09 11:37:27+00:00,226992648,googleapis/python-tasks,55107282,release-please[bot],16785467,googleapis,published,v2.10.1,v2.10.1,"## [2.10.1](https://github.com/googleapis/python-tasks/compare/v2.10.0...v2.10.1) (2022-08-09)


### Documentation

* **sample:** update protobuf in create_http_task.py ([#283](https://github.com/googleapis/python-tasks/issues/283)) ([b685da5](https://github.com/googleapis/python-tasks/commit/b685da5c2e315965a6fb294d89ecf98a6d684162))"
5546,ReleaseEvent,2021-08-02 23:51:22+00:00,43645564,ganga-devs/ganga,19779552,mesmith75,13271048,ganga-devs,published,8.5.2,8.5.2,"**************************************************************************************************************
8.5.2 (2021/08/03)

--------------------------------------------------------------------------------------------------------------
ganga/ganga/GangaCore
--------------------------------------------------------------------------------------------------------------
* Suppress HTCondor import warning if Condor not present on system #1961 
* Bugfix for Condor #1965 

--------------------------------------------------------------------------------------------------------------
ganga/ganga/GangaDirac
--------------------------------------------------------------------------------------------------------------
* Bugfix for python3 Dirac #1963 "
6228,ReleaseEvent,2022-02-21 17:37:11+00:00,13565268,django-hijack/django-hijack,1772890,codingjoe,61549581,django-hijack,published,3.1.5,3.1.5,"## What's Changed
* Update package lock to version 2 by @codingjoe in https://github.com/django-hijack/django-hijack/pull/382
* Fix mkdocs build and add CI job by @codingjoe in https://github.com/django-hijack/django-hijack/pull/398
* Move funding links GitHub sponsorships by @codingjoe in https://github.com/django-hijack/django-hijack/pull/220
* Do not touch empty sessions to avoid vary on cookie header by @codingjoe in https://github.com/django-hijack/django-hijack/pull/407


**Full Changelog**: https://github.com/django-hijack/django-hijack/compare/3.1.4...3.1.5"
