,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
121,ReleaseEvent,2018-01-29 19:13:34+00:00,5542710,gmr/queries,49469,gmr,,,published,2.0.0,v2.0.0," - REMOVED support for Python 2.6
 - FIXED CPU Pegging bug: Cleanup IOLoop and internal stack in ``TornadoSession``
   on connection error. In the case of a connection error, the failure to do this
   caused CPU to peg @ 100% utilization looping on a non-existent file descriptor.
   Thanks to `cknave <https://github.com/cknave>`_ for his work on identifying the
   issue, proposing a fix, and writing a working test case.
 - Move the integration tests to use a local docker development environment
 - Added new methods ``queries.pool.Pool.report`` and
  ``queries.pool.PoolManager.Report` for reporting pool status.
 - Added new methods to ``queries.pool.Pool`` for returning a list of
   busy, closed, executing, and locked connections."
181,ReleaseEvent,2016-12-15 15:18:18+00:00,18305821,Trii/NoseGAE,638073,Trii,,,published,0.5.10,API Cleanup,"Removed prospective search stub, thanks @soundTricker!
Updated sdk fetching code"
450,ReleaseEvent,2018-04-11 17:53:45+00:00,53005545,kislyuk/aegea,862013,kislyuk,,,published,v2.1.5,v2.1.5,- Fix queue naming in aegea-deploy-pilot
626,ReleaseEvent,2018-05-14 11:00:31+00:00,94022519,gregoil/rotest,7492909,osherdp,,,published,v2.8.5,v.2.8.5,"* Fix bug in most result handlers, by calling {{start_test}} for skipped blocks."
656,ReleaseEvent,2015-09-05 22:36:45+00:00,15804783,jochym/Elastic,5993422,jochym,,,published,v4.0.11,Move to setuptools + automatic version generation in files.,There may be some rough edges in the  setup. Fingers crossed!
876,ReleaseEvent,2016-09-13 18:48:08+00:00,27283062,ktbyers/netmiko,899716,ktbyers,,,published,v1.0.0,Netmiko 1.0.0,"## This release is not backwards compatible 
_Please regression test your code_
- send_command() method is now identical to send_command_expect()
- send_command_timing() method has been added for situations that require delay based solution
- Abstracted read/write operations to enable support for telnet  

### Other changes
- Add support for Telnet (Cisco IOS telnet driver)  
- Rationalize delay_factor and global_delay_factor  
- Add support for SCP get operation  
- Add support for Cisco S300 series  
- Fix issue with show output being modified due to terminal width  
- Add Cisco WLC config methods  
- Expand upon unit tests (SCP and Linux unit tests added)  

"
1149,ReleaseEvent,2017-02-25 15:29:29+00:00,63892846,samuelcolvin/arq,4039449,samuelcolvin,,,published,v0.5.1,v0.5.1,see HISTORY.rst
1225,ReleaseEvent,2018-03-12 17:28:56+00:00,112461400,axnsan12/drf-yasg,6382979,axnsan12,,,published,1.5.0,1.5.0,"- **IMPROVED:** ``serializers.HiddenField`` are now hidden (#78, #79, thanks to @therefromhere)

  *NOTE:* in order for this to work, you will have to add the new ``drf_yasg.inspectors.HiddenFieldInspector`` to your ``DEFAULT_FIELD_INSPECTORS`` array if you changed it from the default value

- **IMPROVED:** type of model field is now detected for ``serializers.SlugRelatedField`` with ``read_only=True``
  (#82, #83, thanks to @therefromhere)"
1453,ReleaseEvent,2018-04-18 09:36:03+00:00,37474146,swistakm/graceful,1258054,swistakm,,,published,0.6.1,0.6.1,"Fixes:
- Fixed deserialization on single-value nullable fields (#59, thanks to @anlcnydn)
 
Improvements:
- Minor test cleanup.
- Officially tested on recent falcon releases."
1956,ReleaseEvent,2017-11-13 14:18:46+00:00,73920157,HadrienG/InSilicoSeq,7337110,HadrienG,,,published,0.8.1,Beta Release,"Bugfixes:

- `iss generate` now saves the abundance in a file ( #36 )
- `iss generate` now prints a warning if a user try to use an error model in `--mode basic` ( #38 )
- fixes a bug that crashed the app with the default number of reads ( #40 )
- fixes a bug that sometimes prevented the software to cleanup properly  ( #41 )

Thanks to @jhayer for a help! 🚀 "
1995,ReleaseEvent,2018-02-14 17:50:32+00:00,96750547,danielhrisca/asammdf,20952040,danielhrisca,,,published,3.0.1,Release 3.0.1,"# Fixes
* fix mdf3 _prepare_record in case of channels with addition byte offset
* fix algebraic conversion
* improve string channel handling
* fix csv export
* fix appending groups with no samples
* fix cut method when the interval is not found in the measurement
* fix for get method in case of channel with no samples
* fix mdf version3 byte array
* fix mdf version 3 saving of groups without samples with options ""minimum"" and ""low""
* added ""physical"" method to Signal class
* fix handling of LE strings
* fix appending of CANopen types
* fix handling of channel arrays


"
2217,ReleaseEvent,2016-09-20 13:26:48+00:00,66557611,Stranger6667/pyoffers,1236561,Stranger6667,,,published,0.5.0,,"- Fixed credentials cleaning for non gzipped content. #45
- Added ``fields`` parameter. #34
- Added retrying support on rate limit exceeding. #43
- Better exceptions representation. #52
- Added type checks for calls parameters. #51
- Added ``conversions`` manager for ``Offer`` instances. #48"
