,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
74,ReleaseEvent,2018-05-12 12:27:54+00:00,55258005,jopohl/urh,18219846,jopohl,,,published,untagged-d0f7589585ef265333ce,,
416,ReleaseEvent,2016-10-05 18:05:07+00:00,309235,gmr/rejected,49469,gmr,,,published,3.13.0,,"- Add support for InfluxDB
- Deprecates Consumer.statsd_* methods, replacing them with Consumer.stats_* methods
- Alters stats related configuration format while retaining backward compatibility
- Fixes data encoding issues (#11, #13)
- Adds per-consumer Sentry DSN support
- Adds configurable support for `drop_invalid_messages`, `message_type`, `error_exchange`, and `error_max_retry` Consumer settings which were previously only supported via class level attributes."
770,ReleaseEvent,2016-12-21 15:33:27+00:00,12535703,csparpa/pyowm,5172190,csparpa,,,published,2.6.0,2.6.0," * New features:
    - new method `owm25.weather_at_zip_code`
    - new methods `CityIDRegistry.ids_for` and `CityIDRegistry.locations_for`
    - introduced deprecation decorators to mark methods that will be removed/modified in future versions
    - Python 3.6 support
 * Bugfixes:
    - reverted a [breaking interface change](https://github.com/csparpa/pyowm/issues/158) wrongly released on 2.5.0
    - fixed `CityIDRegistry.id_for` and `CityIDRegistry.location_for` methods -> oh man, they were so buggy!
    - fixed a [bug on Unicode input handling](https://github.com/csparpa/pyowm/issues/143)
 * Enhancements:
    - reorganized project Wiki
    - embedded PyOWM usage examples as markdown file into the distribution package
 * Deprecations introduced:
    - will be removed on 3.0.0: `webapi25.cityidregistry.id_for` and `webapi25.cityidregistry.location_for`
    - will be modified on 3.0.0: `webapi25.owm25.get_version` and `webapi25.owm25.get_API_version`"
838,ReleaseEvent,2015-12-15 13:24:19+00:00,4461331,ifduyue/xxtea,568900,ifduyue,,,published,v1.0.2,,"* Check padding char.

--

Full list of changes: https://github.com/ifduyue/xxtea/compare/v1.0.1...v1.0.2"
917,ReleaseEvent,2015-09-23 23:13:02+00:00,12848640,paulgb/runipy,3019665,jakirkham,,,published,v0.0.5,v0.0.5: version bump to 0.0.5,
1288,ReleaseEvent,2015-10-03 01:30:37+00:00,17308448,jquast/blessed,972584,jquast,,,published,1.9.10,"Lots of new docs, 'ansi' termcap fixes by proxy","* workaround: provide ``sc`` and ``rc`` for Terminals of ``kind='ansi'``, repairing Terminal context manager method ``location``, issue #44
* bugfix: length of simple SGR reset sequence ``\x1b[m`` was not correctly determined on all terminal types, issue #45.
* deprecated: ``_intr_continue`` arguments introduced in 1.8 are now marked deprecated in 1.10: beginning with python 3.5, the default behavior is as though this argument is always True, see https://www.python.org/dev/peps/pep-0475/, blessed does the same."
1369,ReleaseEvent,2018-05-23 12:13:06+00:00,759484,proycon/pynlpl,75427,proycon,,,published,v1.2.7,v1.2.7,* More insightful output on FoLiA text consistency errors
1422,ReleaseEvent,2015-02-27 15:29:39+00:00,6577385,trungdong/prov,325184,trungdong,,,published,1.3.1,1.3.1 - Minor bug fixes,"* Fixed unicode issue with deserialising text contents
* Set the correct version requirement for six
* Fixed format selection in prov-convert script"
1639,ReleaseEvent,2015-02-18 22:10:24+00:00,25171290,jrkerns/pylinac,4803336,jrkerns,,,published,v0.4.0a,Version 0.4.0a,"A new version of pylinac is here. 

V0.4.0 2/17/2015 -- Added picket fence module

- A Varian MLC picket fence analysis module was added
   - This will analyze EPID PF images of any size and either orientation."
2032,ReleaseEvent,2017-07-08 02:26:10+00:00,94554082,dylanaraps/pywal,6799467,dylanaraps,,,published,0.3.9,0.3.9,"- Better outdated Python version error.
- Fixed infinite loop when `wal` is given a very simple image.
- `wal` will now abort if it can't find `16` colors after 20 loops.
- Fixed a bug where a cached scheme would be used for the wrong image."
